ActivityCode,UserID,WorkCode,AssignmentID,ProductID,Quantity,Timestamp,LocationID
PickPut,497,20,8038174,3201.0,1.0,2025-12-02 12:05:30.310,72136.0
PickPut,435,20,8038128,367.0,1.0,2025-12-02 12:05:49.930,4012021.0
PickPut,435,20,8038129,367.0,1.0,2025-12-02 12:05:50.103,4012021.0
PickPut,435,20,8038130,367.0,1.0,2025-12-02 12:05:50.287,4012021.0
PickPut,502,30,8037949,56049.0,8.0,2025-12-02 12:08:03.873,1488417.0
PickPut,497,20,8038175,53885.0,1.0,2025-12-02 12:08:24.080,117774.0
PickPut,497,20,8038176,53885.0,1.0,2025-12-02 12:08:24.510,117774.0
PickPut,497,20,8038177,53885.0,1.0,2025-12-02 12:08:24.803,117774.0
PickPut,497,20,8038178,53885.0,1.0,2025-12-02 12:08:25.243,117774.0
PickPut,497,20,8038179,53885.0,1.0,2025-12-02 12:08:25.553,117774.0
PickPut,497,20,8038180,56474.0,1.0,2025-12-02 12:10:11.303,11613.0
PickPut,497,20,8038226,2759.0,1.0,2025-12-02 12:10:53.060,1382740.0
PickPut,504,30,8037968,16112.0,2.0,2025-12-02 12:11:03.493,20996.0
PickPut,499,20,8038259,55762.0,1.0,2025-12-02 12:11:09.263,9051.0
PickPut,499,20,8038260,55762.0,1.0,2025-12-02 12:11:09.563,9051.0
PickPut,499,20,8038261,55762.0,1.0,2025-12-02 12:11:09.930,9051.0
PickPut,499,20,8038262,55762.0,1.0,2025-12-02 12:11:10.363,9051.0
PickPut,499,20,8038263,55762.0,1.0,2025-12-02 12:11:10.800,9051.0
PickPut,499,20,8038264,55762.0,1.0,2025-12-02 12:11:11.133,9051.0
PickPut,499,20,8038265,55762.0,1.0,2025-12-02 12:11:11.600,9051.0
PickPut,499,20,8038266,55762.0,1.0,2025-12-02 12:11:11.920,9051.0
PickPut,499,20,8038267,55762.0,1.0,2025-12-02 12:11:12.243,9051.0
PickPut,499,20,8038268,55762.0,1.0,2025-12-02 12:11:12.690,9051.0
PickPut,499,20,8038269,55762.0,1.0,2025-12-02 12:11:12.950,9051.0
PickPut,497,20,8038181,492.0,1.0,2025-12-02 12:11:38.320,753.0
PickPut,497,20,8038182,492.0,1.0,2025-12-02 12:11:38.490,753.0
PickPut,502,30,8037950,54258.0,1.0,2025-12-02 12:11:48.447,1738.0
PickPut,435,20,8038446,1110.0,1.0,2025-12-02 12:12:00.823,1724.0
PickPut,435,20,8038447,1110.0,1.0,2025-12-02 12:12:01.160,1724.0
PickPut,435,20,8038448,1110.0,1.0,2025-12-02 12:12:01.660,1724.0
PickPut,435,20,8038449,1110.0,1.0,2025-12-02 12:12:02.053,1724.0
PickPut,435,20,8038450,1110.0,1.0,2025-12-02 12:12:02.487,1724.0
PickPut,435,20,8038451,1110.0,1.0,2025-12-02 12:12:03.080,1724.0
PickPut,435,20,8038452,1110.0,1.0,2025-12-02 12:12:03.450,1724.0
PickPut,435,20,8038453,1110.0,1.0,2025-12-02 12:12:04.013,1724.0
PickPut,501,20,8038162,14220.0,1.0,2025-12-02 12:13:02.730,29846.0
PickPut,501,20,8038165,14220.0,1.0,2025-12-02 12:13:03.100,29846.0
PickPut,501,20,8038166,14220.0,1.0,2025-12-02 12:13:03.550,29846.0
PickPut,501,20,8038167,14220.0,1.0,2025-12-02 12:13:03.923,29846.0
PickPut,497,20,8038183,366.0,1.0,2025-12-02 12:13:07.790,378.0
PickPut,497,20,8038184,366.0,1.0,2025-12-02 12:13:07.967,378.0
PickPut,502,30,8037972,39106.0,1.0,2025-12-02 12:13:50.837,7118951.0
PickPut,501,20,8038163,13771.0,1.0,2025-12-02 12:14:00.157,5401.0
PickPut,476,20,8038469,1958.0,1.0,2025-12-02 12:14:00.420,30000.0
PickPut,476,20,8038470,1958.0,1.0,2025-12-02 12:14:00.840,30000.0
PickPut,497,20,8038231,43945.0,1.0,2025-12-02 12:14:45.287,16593.0
PickPut,497,20,8038232,43945.0,1.0,2025-12-02 12:14:45.757,16593.0
PickPut,501,20,8038168,3162.0,1.0,2025-12-02 12:14:46.503,21771.0
PickPut,504,30,8037989,42492.0,1.0,2025-12-02 12:14:50.070,26100.0
PickPut,476,20,8038471,4440.0,1.0,2025-12-02 12:15:15.110,1596385.0
PickPut,476,20,8038472,4440.0,1.0,2025-12-02 12:15:15.293,1596385.0
PickPut,497,20,8038185,47113.0,1.0,2025-12-02 12:15:20.993,26695.0
PickPut,435,20,8038454,43853.0,1.0,2025-12-02 12:15:30.130,136475.0
PickPut,435,20,8038455,43853.0,1.0,2025-12-02 12:15:30.687,136475.0
PickPut,435,20,8038456,43853.0,1.0,2025-12-02 12:15:31.137,136475.0
PickPut,498,30,8038041,16112.0,2.0,2025-12-02 12:15:41.387,20996.0
PickPut,501,20,8038169,6803.0,1.0,2025-12-02 12:15:53.530,6004666.0
PickPut,476,20,8038473,494.0,1.0,2025-12-02 12:15:57.557,36395.0
PickPut,504,30,8038110,57338.0,100.0,2025-12-02 12:15:59.730,108362.0
PickPut,435,20,8038457,56318.0,1.0,2025-12-02 12:16:15.147,88982.0
PickPut,497,20,8038227,7886.0,1.0,2025-12-02 12:16:21.380,59215.0
PickPut,501,20,8038164,288.0,1.0,2025-12-02 12:16:27.763,4172515.0
PickPut,501,20,8038170,288.0,1.0,2025-12-02 12:16:27.953,4172515.0
PickPut,476,20,8038474,8340.0,1.0,2025-12-02 12:16:40.430,2446.0
PickPut,502,30,8037972,39130.0,84.0,2025-12-02 12:17:07.213,7118951.0
PickPut,498,30,8038096,16125.0,20.0,2025-12-02 12:17:21.957,20996.0
PickPut,504,30,8037988,28721.0,20.0,2025-12-02 12:17:42.527,2647671.0
PickPut,497,20,8038228,36650.0,1.0,2025-12-02 12:18:10.063,153194.0
PickPut,499,20,8038270,9621.0,1.0,2025-12-02 12:18:30.097,30046.0
PickPut,476,20,8038475,13692.0,1.0,2025-12-02 12:19:11.047,9189.0
PickPut,476,20,8038476,4449.0,1.0,2025-12-02 12:19:28.260,56293.0
PickPut,497,20,8038186,53169.0,1.0,2025-12-02 12:19:42.970,5007.0
PickPut,476,20,8038477,55680.0,1.0,2025-12-02 12:19:57.950,853976.0
PickPut,476,20,8038478,55680.0,1.0,2025-12-02 12:19:58.153,853976.0
PickPut,498,30,8038052,16125.0,40.0,2025-12-02 12:20:13.570,20996.0
PickPut,497,20,8038187,47112.0,1.0,2025-12-02 12:20:13.733,510857.0
PickPut,497,20,8038233,9555.0,1.0,2025-12-02 12:21:00.177,4588.0
PickPut,476,20,8038507,27627.0,1.0,2025-12-02 12:21:13.503,1263552.0
PickPut,504,30,8037987,289.0,10.0,2025-12-02 12:21:28.217,3937784.0
PickPut,498,30,8038033,13.0,1.0,2025-12-02 12:21:43.223,22.0
PickPut,499,20,8038271,55762.0,1.0,2025-12-02 12:21:53.307,2499.0
PickPut,499,20,8038272,55762.0,1.0,2025-12-02 12:21:53.480,2499.0
PickPut,499,20,8038273,55762.0,1.0,2025-12-02 12:21:53.687,2499.0
PickPut,499,20,8038274,55762.0,1.0,2025-12-02 12:21:53.890,2499.0
PickPut,476,20,8038479,8341.0,1.0,2025-12-02 12:22:10.397,192004.0
PickPut,502,30,8037949,7619.0,1.0,2025-12-02 12:22:12.130,29786.0
PickPut,501,20,8038198,53212.0,1.0,2025-12-02 12:22:19.673,1460.0
PickPut,501,20,8038199,53212.0,1.0,2025-12-02 12:22:20.217,1460.0
PickPut,501,20,8038200,53212.0,1.0,2025-12-02 12:22:20.660,1460.0
PickPut,501,20,8038201,53212.0,1.0,2025-12-02 12:22:21.087,1460.0
PickPut,501,20,8038202,53212.0,1.0,2025-12-02 12:22:21.477,1460.0
PickPut,501,20,8038203,53212.0,1.0,2025-12-02 12:22:21.833,1460.0
PickPut,497,20,8038188,552.0,1.0,2025-12-02 12:22:47.937,5020.0
PickPut,476,20,8038508,6140.0,1.0,2025-12-02 12:22:56.353,74661.0
PickPut,497,20,8038189,36895.0,1.0,2025-12-02 12:23:13.833,153873.0
PickPut,497,20,8038190,36895.0,1.0,2025-12-02 12:23:14.167,153873.0
PickPut,476,20,8038480,4437.0,1.0,2025-12-02 12:23:34.190,2612424.0
PickPut,501,20,8038204,6406.0,1.0,2025-12-02 12:23:36.730,243148.0
PickPut,476,20,8038509,57705.0,1.0,2025-12-02 12:24:01.550,25309.0
PickPut,499,20,8038275,5684.0,1.0,2025-12-02 12:24:07.480,506885.0
PickPut,499,20,8038276,5684.0,1.0,2025-12-02 12:24:07.847,506885.0
PickPut,435,20,8038500,55179.0,1.0,2025-12-02 12:24:11.790,343615.0
PickPut,435,20,8038501,55179.0,1.0,2025-12-02 12:24:11.967,343615.0
PickPut,435,20,8038502,55179.0,1.0,2025-12-02 12:24:12.153,343615.0
PickPut,435,20,8038503,55179.0,1.0,2025-12-02 12:24:12.367,343615.0
PickPut,498,30,8038074,15908.0,50.0,2025-12-02 12:24:33.030,73282.0
PickPut,501,20,8038236,49798.0,1.0,2025-12-02 12:24:38.167,12702.0
PickPut,476,20,8038481,14076.0,1.0,2025-12-02 12:24:42.760,29976.0
PickPut,497,20,8038234,600.0,1.0,2025-12-02 12:24:58.957,655972.0
PickPut,499,20,8038277,8800.0,1.0,2025-12-02 12:25:13.847,58783.0
PickPut,435,20,8038458,49862.0,1.0,2025-12-02 12:26:02.373,120655.0
PickPut,476,20,8038482,493.0,1.0,2025-12-02 12:26:58.750,5270393.0
PickPut,476,20,8038483,493.0,1.0,2025-12-02 12:26:58.940,5270393.0
PickPut,497,20,8038191,496.0,1.0,2025-12-02 12:27:08.880,26503.0
PickPut,498,30,8038105,515.0,6.0,2025-12-02 12:27:08.897,36403.0
PickPut,435,20,8038459,47113.0,1.0,2025-12-02 12:27:21.733,26695.0
PickPut,499,20,8038278,30046.0,1.0,2025-12-02 12:27:21.920,5577.0
PickPut,435,20,8038460,47113.0,1.0,2025-12-02 12:27:21.953,26695.0
PickPut,499,20,8038279,30046.0,1.0,2025-12-02 12:27:22.233,5577.0
PickPut,499,20,8038280,30046.0,1.0,2025-12-02 12:27:22.620,5577.0
PickPut,476,20,8038484,32031.0,1.0,2025-12-02 12:27:34.353,5557003.0
PickPut,501,20,8038205,493.0,1.0,2025-12-02 12:27:52.257,5270393.0
PickPut,501,20,8038206,493.0,1.0,2025-12-02 12:27:52.560,5270393.0
PickPut,501,20,8038207,493.0,1.0,2025-12-02 12:27:53.003,5270393.0
PickPut,499,20,8038239,49715.0,1.0,2025-12-02 12:28:29.580,2304733.0
PickPut,476,20,8038485,1980.0,1.0,2025-12-02 12:28:38.150,5795703.0
PickPut,476,20,8038486,1980.0,1.0,2025-12-02 12:28:38.327,5795703.0
PickPut,435,20,8038461,1957.0,1.0,2025-12-02 12:28:53.647,6988.0
PickPut,497,20,8038235,17996.0,1.0,2025-12-02 12:28:56.093,4501.0
PickPut,501,20,8038208,32031.0,1.0,2025-12-02 12:29:05.917,5557003.0
PickPut,476,20,8038487,47114.0,1.0,2025-12-02 12:29:22.680,5270450.0
PickPut,476,20,8038488,47114.0,1.0,2025-12-02 12:29:22.853,5270450.0
PickPut,497,20,8038192,28736.0,1.0,2025-12-02 12:29:27.547,385.0
PickPut,497,20,8038193,28736.0,1.0,2025-12-02 12:29:27.813,385.0
PickPut,497,20,8038194,28736.0,1.0,2025-12-02 12:29:28.160,385.0
PickPut,497,20,8038195,28736.0,1.0,2025-12-02 12:29:28.353,385.0
PickPut,498,30,8038030,580.0,8.0,2025-12-02 12:29:28.473,384780.0
PickPut,497,20,8038196,28736.0,1.0,2025-12-02 12:29:28.537,385.0
PickPut,497,20,8038197,28736.0,1.0,2025-12-02 12:29:28.757,385.0
PickPut,501,20,8038209,1980.0,1.0,2025-12-02 12:29:56.697,5795703.0
PickPut,501,20,8038210,1980.0,1.0,2025-12-02 12:29:56.880,5795703.0
PickPut,501,20,8038211,1980.0,1.0,2025-12-02 12:29:57.063,5795703.0
PickPut,499,20,8038244,6067.0,1.0,2025-12-02 12:30:06.890,72795.0
PickPut,499,20,8038245,6067.0,1.0,2025-12-02 12:30:07.083,72795.0
PickPut,435,20,8038504,44346.0,1.0,2025-12-02 12:30:07.110,30968.0
PickPut,435,20,8038505,44346.0,1.0,2025-12-02 12:30:07.530,30968.0
PickPut,504,30,8038011,55564.0,1.0,2025-12-02 12:30:41.917,5641872.0
PickPut,504,30,8038012,55564.0,2.0,2025-12-02 12:30:47.170,5641872.0
PickPut,435,20,8038517,14220.0,1.0,2025-12-02 12:30:56.733,29846.0
AssignmentOpen,217,10,8037919,,,2025-12-02 12:31:18.957,
PickPut,501,20,8038212,506.0,1.0,2025-12-02 12:31:21.640,5275404.0
PickPut,499,20,8038246,2277.0,1.0,2025-12-02 12:31:31.303,30774.0
PickPut,499,20,8038247,2277.0,1.0,2025-12-02 12:31:31.480,30774.0
PickPut,498,30,8038083,4310.0,30.0,2025-12-02 12:31:37.650,25309.0
PickPut,435,20,8038462,552.0,1.0,2025-12-02 12:32:02.853,5020.0
PickPut,504,30,8038011,326.0,4.0,2025-12-02 12:32:05.440,4273764.0
PickPut,501,20,8038213,47114.0,1.0,2025-12-02 12:32:12.010,5270450.0
PickPut,501,20,8038214,47114.0,1.0,2025-12-02 12:32:12.220,5270450.0
PickPut,504,30,8038040,326.0,4.0,2025-12-02 12:32:16.233,4273764.0
PickPut,217,10,8037919,49336.0,1.0,2025-12-02 12:32:39.737,13599.0
PickPut,499,20,8038240,11622.0,1.0,2025-12-02 12:32:48.827,30875.0
PickPut,504,30,8038046,4417.0,6.0,2025-12-02 12:32:52.687,4254917.0
PickPut,435,20,8038463,25649.0,1.0,2025-12-02 12:33:19.050,43256.0
PickPut,504,30,8038011,48434.0,2.0,2025-12-02 12:33:31.703,4280552.0
PickPut,217,10,8037919,1670.0,3.0,2025-12-02 12:33:36.057,214932.0
PickPut,504,30,8038005,44586.0,2.0,2025-12-02 12:33:59.753,4285665.0
PickPut,217,10,8037919,1501.0,2.0,2025-12-02 12:34:16.697,130621.0
PickPut,504,30,8038046,197.0,1.0,2025-12-02 12:34:20.943,4274968.0
PickPut,476,20,8038489,54386.0,1.0,2025-12-02 12:34:27.153,6236412.0
PickPut,476,20,8038490,54386.0,1.0,2025-12-02 12:34:27.413,6236412.0
PickPut,476,20,8038491,54386.0,1.0,2025-12-02 12:34:27.797,6236412.0
PickPut,476,20,8038492,54386.0,1.0,2025-12-02 12:34:28.243,6236412.0
PickPut,499,20,8038241,48772.0,1.0,2025-12-02 12:34:53.123,78165.0
PickPut,217,10,8037919,56480.0,6.0,2025-12-02 12:35:02.623,219039.0
PickPut,504,30,8038040,4269.0,6.0,2025-12-02 12:35:26.670,4228881.0
PickPut,501,20,8038215,477.0,1.0,2025-12-02 12:35:39.540,5560323.0
PickPut,476,20,8038510,601.0,1.0,2025-12-02 12:35:45.647,3957181.0
PickPut,217,10,8037919,1672.0,4.0,2025-12-02 12:36:14.327,27628.0
PickPut,499,20,8038281,52924.0,1.0,2025-12-02 12:36:40.247,192501.0
PickPut,476,20,8038511,340.0,1.0,2025-12-02 12:36:58.267,3875496.0
PickPut,504,30,8038005,33221.0,2.0,2025-12-02 12:37:04.343,21788.0
PickPut,217,10,8037919,55575.0,3.0,2025-12-02 12:37:21.460,5016.0
PickPut,499,20,8038242,31484.0,1.0,2025-12-02 12:37:27.923,7790.0
PickPut,501,20,8038216,55606.0,1.0,2025-12-02 12:37:47.030,7377585.0
PickPut,501,20,8038217,55606.0,1.0,2025-12-02 12:37:47.220,7377585.0
PickPut,501,20,8038218,55606.0,1.0,2025-12-02 12:37:47.420,7377585.0
PickPut,444,20,8038336,4289.0,1.0,2025-12-02 12:38:05.783,826367.0
PickPut,476,20,8038493,28520.0,1.0,2025-12-02 12:38:21.783,3937627.0
PickPut,476,20,8038494,28520.0,1.0,2025-12-02 12:38:22.240,3937627.0
PickPut,476,20,8038495,28520.0,1.0,2025-12-02 12:38:22.673,3937627.0
PickPut,476,20,8038496,28520.0,1.0,2025-12-02 12:38:23.113,3937627.0
PickPut,217,10,8037919,552.0,4.0,2025-12-02 12:38:24.630,5020.0
PickPut,501,20,8038237,601.0,1.0,2025-12-02 12:38:32.690,3957181.0
PickPut,435,20,8038464,16640.0,1.0,2025-12-02 12:38:55.533,202134.0
PickPut,476,20,8038512,374.0,1.0,2025-12-02 12:39:15.117,3938094.0
PickPut,497,20,8038307,54564.0,1.0,2025-12-02 12:39:19.110,6196.0
PickPut,501,20,8038229,340.0,1.0,2025-12-02 12:39:33.667,3875496.0
PickPut,501,20,8038230,340.0,1.0,2025-12-02 12:39:34.157,3875496.0
PickPut,498,30,8038024,151.0,1.0,2025-12-02 12:39:42.643,150644.0
PickPut,444,20,8038337,6592.0,1.0,2025-12-02 12:39:45.530,14524.0
PickPut,444,20,8038338,6592.0,1.0,2025-12-02 12:39:45.727,14524.0
PickPut,444,20,8038339,6592.0,1.0,2025-12-02 12:39:45.900,14524.0
PickPut,444,20,8038340,6592.0,1.0,2025-12-02 12:39:46.090,14524.0
PickPut,444,20,8038341,6592.0,1.0,2025-12-02 12:39:46.300,14524.0
PickPut,444,20,8038342,6592.0,1.0,2025-12-02 12:39:46.503,14524.0
PickPut,476,20,8038513,605.0,1.0,2025-12-02 12:39:47.680,3993325.0
PickPut,476,20,8038514,605.0,1.0,2025-12-02 12:39:48.067,3993325.0
PickPut,217,10,8037919,50398.0,6.0,2025-12-02 12:40:06.677,6257.0
PickPut,499,20,8038282,5521.0,1.0,2025-12-02 12:40:33.537,5271711.0
PickPut,499,20,8038283,5521.0,1.0,2025-12-02 12:40:33.900,5271711.0
PickPut,435,20,8038465,53035.0,1.0,2025-12-02 12:40:55.400,4964.0
PickPut,435,20,8038466,53035.0,1.0,2025-12-02 12:40:56.017,4964.0
PickPut,497,20,8038308,131.0,1.0,2025-12-02 12:41:02.750,225.0
PickPut,497,20,8038309,131.0,1.0,2025-12-02 12:41:02.920,225.0
PickPut,497,20,8038376,131.0,1.0,2025-12-02 12:41:03.120,225.0
PickPut,497,20,8038377,131.0,1.0,2025-12-02 12:41:03.313,225.0
PickPut,476,20,8038497,35249.0,1.0,2025-12-02 12:41:16.627,4275606.0
PickPut,501,20,8038219,28520.0,1.0,2025-12-02 12:41:22.890,3937627.0
PickPut,501,20,8038220,28520.0,1.0,2025-12-02 12:41:23.230,3937627.0
PickPut,501,20,8038221,28520.0,1.0,2025-12-02 12:41:23.640,3937627.0
PickPut,501,20,8038222,28520.0,1.0,2025-12-02 12:41:24.247,3937627.0
PickPut,501,20,8038223,28520.0,1.0,2025-12-02 12:41:24.803,3937627.0
PickPut,501,20,8038224,28520.0,1.0,2025-12-02 12:41:25.173,3937627.0
PickPut,435,20,8038467,53037.0,1.0,2025-12-02 12:41:42.860,362005.0
PickPut,499,20,8038248,1284.0,1.0,2025-12-02 12:41:42.860,5280593.0
PickPut,499,20,8038249,1284.0,1.0,2025-12-02 12:41:43.303,5280593.0
PickPut,499,20,8038250,1284.0,1.0,2025-12-02 12:41:43.723,5280593.0
PickPut,497,20,8038292,28521.0,1.0,2025-12-02 12:41:58.533,4590.0
PickPut,502,30,8037948,54647.0,1.0,2025-12-02 12:42:30.470,5078740.0
PickPut,435,20,8038506,17996.0,1.0,2025-12-02 12:42:50.920,4501.0
PickPut,444,20,8038295,29723.0,1.0,2025-12-02 12:42:51.633,117508.0
PickPut,444,20,8038296,29723.0,1.0,2025-12-02 12:42:52.080,117508.0
PickPut,476,20,8038498,50980.0,1.0,2025-12-02 12:43:12.190,4290062.0
PickPut,499,20,8038251,27.0,1.0,2025-12-02 12:43:22.587,3938435.0
PickPut,498,30,8038101,40575.0,6.0,2025-12-02 12:43:36.837,4304225.0
PickPut,501,20,8038238,605.0,1.0,2025-12-02 12:43:41.960,3993325.0
PickPut,504,30,8038051,53272.0,150.0,2025-12-02 12:44:18.287,5999383.0
PickPut,502,30,8037948,7465.0,10.0,2025-12-02 12:44:31.613,4287551.0
PickPut,444,20,8038370,56781.0,1.0,2025-12-02 12:44:38.993,12297.0
PickPut,217,10,8037919,1561.0,3.0,2025-12-02 12:44:39.730,94003.0
PickPut,498,30,8038023,1224.0,4.0,2025-12-02 12:44:53.147,4315454.0
PickPut,499,20,8038252,288.0,1.0,2025-12-02 12:45:04.900,4172515.0
PickPut,499,20,8038253,288.0,1.0,2025-12-02 12:45:05.280,4172515.0
PickPut,499,20,8038254,288.0,1.0,2025-12-02 12:45:05.827,4172515.0
PickPut,499,20,8038255,288.0,1.0,2025-12-02 12:45:06.080,4172515.0
PickPut,502,30,8037948,509.0,10.0,2025-12-02 12:45:09.960,4281394.0
PickPut,504,30,8038056,4329.0,4.0,2025-12-02 12:45:14.007,4214194.0
PickPut,217,10,8037919,4117.0,5.0,2025-12-02 12:45:28.340,517004.0
PickPut,435,20,8038468,49744.0,1.0,2025-12-02 12:45:30.220,386.0
PickPut,504,30,8038056,1057.0,1.0,2025-12-02 12:45:48.573,4292398.0
PickPut,444,20,8038371,55941.0,1.0,2025-12-02 12:46:01.113,425155.0
PickPut,497,20,8038356,57728.0,1.0,2025-12-02 12:46:18.890,7041.0
PickPut,476,20,8038499,6014.0,1.0,2025-12-02 12:46:19.310,6531028.0
PickPut,497,20,8038357,57728.0,1.0,2025-12-02 12:46:19.453,7041.0
PickPut,497,20,8038358,57728.0,1.0,2025-12-02 12:46:19.843,7041.0
PickPut,497,20,8038359,57728.0,1.0,2025-12-02 12:46:20.377,7041.0
PickPut,497,20,8038360,57728.0,1.0,2025-12-02 12:46:20.767,7041.0
PickPut,497,20,8038361,57728.0,1.0,2025-12-02 12:46:21.097,7041.0
PickPut,217,10,8037919,3200.0,2.0,2025-12-02 12:46:21.420,6028575.0
PickPut,497,20,8038362,57728.0,1.0,2025-12-02 12:46:21.483,7041.0
PickPut,497,20,8038363,57728.0,1.0,2025-12-02 12:46:21.930,7041.0
PickPut,497,20,8038364,57728.0,1.0,2025-12-02 12:46:22.350,7041.0
PickPut,497,20,8038365,57728.0,1.0,2025-12-02 12:46:22.900,7041.0
PickPut,502,30,8037966,4417.0,5.0,2025-12-02 12:47:11.470,4254917.0
PickPut,498,30,8038018,43012.0,6.0,2025-12-02 12:47:20.550,4272309.0
PickPut,504,30,8038051,1224.0,10.0,2025-12-02 12:47:25.043,4315454.0
PickPut,217,10,8037919,1596.0,2.0,2025-12-02 12:47:50.263,625787.0
AssignmentOpen,217,10,8037920,,,2025-12-02 12:47:52.863,
PickPut,444,20,8038343,3947.0,1.0,2025-12-02 12:47:53.153,6791.0
PickPut,444,20,8038344,3947.0,1.0,2025-12-02 12:47:53.820,6791.0
PickPut,502,30,8037966,53142.0,40.0,2025-12-02 12:48:13.620,4263492.0
PickPut,435,20,8038528,3160.0,1.0,2025-12-02 12:48:17.260,1381.0
PickPut,435,20,8038529,3160.0,1.0,2025-12-02 12:48:17.430,1381.0
PickPut,498,30,8038032,7378.0,8.0,2025-12-02 12:48:18.470,4226928.0
PickPut,497,20,8038310,1967.0,1.0,2025-12-02 12:49:01.380,1652.0
PickPut,444,20,8038297,57721.0,1.0,2025-12-02 12:49:12.927,17360.0
PickPut,444,20,8038298,57721.0,1.0,2025-12-02 12:49:13.300,17360.0
PickPut,504,30,8038056,4330.0,4.0,2025-12-02 12:49:17.610,4270503.0
PickPut,502,30,8037948,45470.0,1.0,2025-12-02 12:49:20.837,4272475.0
PickPut,502,30,8037954,45470.0,4.0,2025-12-02 12:49:21.850,4272475.0
PickPut,444,20,8038304,375.0,1.0,2025-12-02 12:50:00.367,586.0
PickPut,497,20,8038347,9999.0,1.0,2025-12-02 12:50:32.910,44352.0
PickPut,435,20,8038530,14220.0,1.0,2025-12-02 12:50:37.073,29846.0
PickPut,435,20,8038531,14220.0,1.0,2025-12-02 12:50:37.237,29846.0
PickPut,435,20,8038532,14220.0,1.0,2025-12-02 12:50:37.447,29846.0
PickPut,435,20,8038533,14220.0,1.0,2025-12-02 12:50:37.640,29846.0
PickPut,502,30,8037948,4405.0,2.0,2025-12-02 12:50:47.300,4353785.0
PickPut,217,20,8038560,7445.0,1.0,2025-12-02 12:50:48.097,121672.0
PickPut,502,30,8037962,19261.0,1.0,2025-12-02 12:51:16.817,4273763.0
PickPut,444,20,8038372,3160.0,1.0,2025-12-02 12:51:23.387,1381.0
PickPut,435,20,8038534,37560.0,1.0,2025-12-02 12:51:27.477,6005.0
PickPut,217,20,8038561,490.0,1.0,2025-12-02 12:51:39.780,31219.0
PickPut,217,20,8038562,490.0,1.0,2025-12-02 12:51:39.947,31219.0
PickPut,217,20,8038563,490.0,1.0,2025-12-02 12:51:40.157,31219.0
PickPut,497,20,8038300,53073.0,1.0,2025-12-02 12:51:41.503,78946.0
PickPut,497,20,8038301,53073.0,1.0,2025-12-02 12:51:41.940,78946.0
PickPut,497,20,8038302,53073.0,1.0,2025-12-02 12:51:42.263,78946.0
PickPut,502,30,8037966,53143.0,40.0,2025-12-02 12:51:52.233,4291421.0
PickPut,444,20,8038284,24283.0,1.0,2025-12-02 12:52:00.457,25287.0
PickPut,502,30,8037943,160.0,2.0,2025-12-02 12:52:15.943,4279912.0
PickPut,497,20,8038366,256.0,1.0,2025-12-02 12:53:02.180,93124.0
PickPut,502,30,8037954,5295.0,2.0,2025-12-02 12:53:03.500,4269019.0
PickPut,476,20,8038315,20146.0,1.0,2025-12-02 12:53:10.447,3937626.0
PickPut,476,20,8038316,20146.0,1.0,2025-12-02 12:53:10.893,3937626.0
PickPut,476,20,8038382,20146.0,1.0,2025-12-02 12:53:11.390,3937626.0
PickPut,476,20,8038383,20146.0,1.0,2025-12-02 12:53:11.807,3937626.0
PickPut,444,20,8038345,8773.0,1.0,2025-12-02 12:53:20.413,25169.0
PickPut,444,20,8038346,8773.0,1.0,2025-12-02 12:53:20.607,25169.0
PickPut,435,20,8038535,21850.0,1.0,2025-12-02 12:53:22.467,290941.0
PickPut,501,20,8038391,724.0,1.0,2025-12-02 12:53:37.097,4919.0
PickPut,217,20,8038564,12338.0,1.0,2025-12-02 12:53:53.373,12817.0
AssignmentOpen,217,10,8037935,,,2025-12-02 12:54:17.157,
PickPut,435,20,8038536,3161.0,1.0,2025-12-02 12:54:32.147,5277915.0
PickPut,435,20,8038537,3161.0,1.0,2025-12-02 12:54:32.327,5277915.0
PickPut,502,30,8037962,1348.0,6.0,2025-12-02 12:54:35.353,6412047.0
PickPut,501,20,8038412,492.0,1.0,2025-12-02 12:54:35.460,753.0
PickPut,444,20,8038285,43852.0,1.0,2025-12-02 12:54:36.823,98870.0
PickPut,498,30,8038082,289.0,25.0,2025-12-02 12:55:04.447,3937784.0
PickPut,476,20,8038317,374.0,1.0,2025-12-02 12:55:07.497,3938094.0
PickPut,476,20,8038384,374.0,1.0,2025-12-02 12:55:08.623,3938094.0
PickPut,501,20,8038401,3947.0,1.0,2025-12-02 12:55:20.410,6791.0
PickPut,502,30,8037943,19623.0,5.0,2025-12-02 12:56:35.517,5828783.0
PickPut,501,20,8038392,3160.0,1.0,2025-12-02 12:56:40.790,1381.0
PickPut,499,30,8038068,1968.0,2.0,2025-12-02 12:57:20.653,2758.0
PickPut,499,30,8038069,1968.0,2.0,2025-12-02 12:57:22.690,2758.0
PickPut,499,30,8038070,37445.0,5.0,2025-12-02 12:58:38.547,30981.0
PickPut,435,20,8038515,2758.0,1.0,2025-12-02 12:58:47.670,290490.0
PickPut,435,20,8038516,2758.0,1.0,2025-12-02 12:58:48.277,290490.0
PickPut,444,20,8038305,14220.0,1.0,2025-12-02 12:58:48.907,29846.0
PickPut,444,20,8038367,14220.0,1.0,2025-12-02 12:58:49.190,29846.0
PickPut,444,20,8038368,14220.0,1.0,2025-12-02 12:58:49.383,29846.0
